Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population",
NAC,North America and the Caribbean,USA,United States of America,2019,Male,Age45_49,[45-49],362.00000000,0.91976218,,3.60921386,
NAC,North America and the Caribbean,USA,United States of America,2019,Male,Age50_54,[50-54],530.00000000,0.89092101,,5.06150928,
NAC,North America and the Caribbean,USA,United States of America,2019,Male,Age55_59,[55-59],643.00000000,0.66251095,,5.97900264,
NAC,North America and the Caribbean,USA,United States of America,2019,Male,Age60_64,[60-64],542.00000000,0.41415145,,5.46760149,
NAC,North America and the Caribbean,USA,United States of America,2019,Male,Age65_69,[65-69],384.00000000,0.25440910,,4.64768266,
NAC,North America and the Caribbean,USA,United States of America,2019,Male,Age70_74,[70-74],205.00000000,0.12108039,,3.22493767,
NAC,North America and the Caribbean,USA,United States of America,2019,Male,Age75_79,[75-79],113.00000000,0.06402411,,2.74486837,
NAC,North America and the Caribbean,USA,United States of America,2019,Male,Age80_84,[80-84],66.00000000,0.03695326,,2.43440657,
NAC,North America and the Caribbean,USA,United States of America,2019,Male,Age85_over,[85+],24.00000000,0.00709713,,0.98946386,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age15_19,[15-19],3.00000000,0.04065041,,0.02766583,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age20_24,[20-24],48.00000000,0.32813782,,0.41540682,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age25_29,[25-29],165.00000000,0.84059300,,1.37509866,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age30_34,[30-34],226.00000000,1.06428067,,1.99624512,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age35_39,[35-39],244.00000000,0.99498430,,2.32424449,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age40_44,[40-44],262.00000000,0.97568242,,2.62167000,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age45_49,[45-49],432.00000000,1.08083765,,4.27022118,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age50_54,[50-54],643.00000000,1.05304532,,6.04249367,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age55_59,[55-59],699.00000000,0.71137074,,6.49002773,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age60_64,[60-64],547.00000000,0.42073039,,5.61489518,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age65_69,[65-69],370.00000000,0.24907774,,4.58251493,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age70_74,[70-74],193.00000000,0.11742302,,3.19947429,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age75_79,[75-79],122.00000000,0.07094178,,3.07788254,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age80_84,[80-84],53.00000000,0.03024838,,2.02269927,
NAC,North America and the Caribbean,USA,United States of America,2018,Male,Age85_over,[85+],22.00000000,0.00652204,,0.91767917,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age15_19,[15-19],2.00000000,0.02548095,,0.01841869,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age20_24,[20-24],50.00000000,0.31940718,,0.42766076,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age25_29,[25-29],157.00000000,0.77017415,,1.32550704,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age30_34,[30-34],212.00000000,0.97408565,,1.90453877,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age35_39,[35-39],281.00000000,1.16573325,,2.71767304,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age40_44,[40-44],286.00000000,1.07168284,,2.86593219,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age45_49,[45-49],456.00000000,1.13367974,,4.45869489,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age50_54,[50-54],711.00000000,1.11825860,,6.57495574,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age55_59,[55-59],733.00000000,0.74501713,,6.81847653,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age60_64,[60-64],581.00000000,0.45766771,,6.08610466,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age65_69,[65-69],348.00000000,0.23957372,,4.41221555,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age70_74,[70-74],194.00000000,0.12226403,,3.40698629,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age75_79,[75-79],110.00000000,0.06727623,,2.85323282,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age80_84,[80-84],58.00000000,0.03349387,,2.28751906,
NAC,North America and the Caribbean,USA,United States of America,2017,Male,Age85_over,[85+],28.00000000,0.00836155,,1.19192606,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age15_19,[15-19],1.00000000,0.01296512,,0.00918511,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age20_24,[20-24],37.00000000,0.22699387,,0.31391551,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age25_29,[25-29],182.00000000,0.93280713,,1.56002964,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age30_34,[30-34],221.00000000,1.06526559,,2.02017358,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age35_39,[35-39],287.00000000,1.25827524,,2.81291554,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age40_44,[40-44],357.00000000,1.35196546,,3.57287867,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age45_49,[45-49],551.00000000,1.38550127,,5.31947964,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age50_54,[50-54],793.00000000,1.21407903,,7.23360428,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age55_59,[55-59],802.00000000,0.81297516,,7.49945881,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age60_64,[60-64],573.00000000,0.46309018,,6.13404527,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age65_69,[65-69],371.00000000,0.25694478,,4.83461259,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age70_74,[70-74],212.00000000,0.14290240,,3.93996826,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age75_79,[75-79],94.00000000,0.05992949,,2.49741292,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age80_84,[80-84],42.00000000,0.02500476,,1.70455583,
NAC,North America and the Caribbean,USA,United States of America,2016,Male,Age85_over,[85+],30.00000000,0.00927773,,1.32009484,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age15_19,[15-19],2.00000000,0.02782802,,0.01829293,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age20_24,[20-24],62.00000000,0.40899796,,0.52504281,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age25_29,[25-29],173.00000000,1.00739533,,1.50672583,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age30_34,[30-34],207.00000000,1.11242476,,1.92637148,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age35_39,[35-39],287.00000000,1.42149579,,2.84415995,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age40_44,[40-44],404.00000000,1.58555730,,4.02883810,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age45_49,[45-49],646.00000000,1.66464813,,6.14972076,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age50_54,[50-54],869.00000000,1.30206773,,7.85023805,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age55_59,[55-59],844.00000000,0.86856296,,7.96110754,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age60_64,[60-64],576.00000000,0.47819084,,6.30401714,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age65_69,[65-69],369.00000000,0.26811015,,4.97511499,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age70_74,[70-74],185.00000000,0.12783571,,3.61415444,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age75_79,[75-79],97.00000000,0.06310215,,2.64295743,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age80_84,[80-84],53.00000000,0.03115320,,2.19976525,
NAC,North America and the Caribbean,USA,United States of America,2015,Male,Age85_over,[85+],19.00000000,0.00590605,,0.87863100,
